HS_NO     NOTE
03038400 冷凍鱸魚
030389   其他
03038910 冷凍烏魚
03038920 冷凍黃魚
03038930 冷凍香魚（𫙮）
03038951 冷凍鱔
03038952 冷凍海鰻
03038960 冷凍柳葉魚
03038970 冷凍鮟鱇魚、太平洋長身鱈魚、銀鱈
03038981 冷凍短擬鱸（藍色鱈魚）
03038982 冷凍灰海荷鰮（丁香魚）
03038984 其他冷凍鰺魚
03038985 其他冷凍鯖魚
03038989 其他冷凍魚類
03039    －魚肝、魚卵、魚白、魚鰭、魚頭、魚尾、魚鰾及其他可食用魚雜碎：
030391   魚肝、魚卵及魚白
03039110 冷凍魚肝
03039120 冷凍魚卵及魚白
030392   鯊魚翅
03039200 冷凍鯊魚翅
030399   其他
03039910 冷凍魚皮
03039920 冷凍魚尾及魚骨
03039990 冷凍魚頭、魚唇、魚鰾及其他魚雜碎
0304     生鮮、冷藏或冷凍之切片及其他魚肉（不論是否經剁細）
03043    －生鮮或冷藏魚片，吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬)、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）：
030431   吳郭魚（口孵非鯽屬）
03043100 生鮮或冷藏吳郭魚片
030432   鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）
03043200 生鮮或冷藏鯰魚片
030433   尼羅河鱸（尼羅尖吻鱸）
03043300 生鮮或冷藏尼羅河鱸魚片
030439   其他
03043900 其他魚片，生鮮或冷藏
03044    ─生鮮或冷藏其他魚片︰
030441   太平洋鮭（紅鈎吻鮭、細鱗鈎吻鮭、鈎吻鮭、大鱗鈎吻鮭、銀鈎吻鮭、馬蘇鈎吻鮭及玫瑰鈎吻鮭），大西洋鮭及多瑙河鮭
03044100 生鮮或冷藏太平洋鮭、大西洋鮭及多瑙河鮭魚片
030442   鱒（褐鱒、麥克鈎吻鱒、克氏鈎吻鱒、黃鈎吻鱒、吉利鈎吻鱒、阿帕契鈎吻鱒及金腹鈎吻鱒）
03044200 生鮮或冷藏鱒魚片
030443   扁魚類（鰈科、鮃科、舌鰨科、鰨科、菱鮃科、棘鮃科）
03044300 生鮮或冷藏扁魚類魚片
030444   海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類
03044400 生鮮或冷藏海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科魚片
030445   劍旗魚
03044500 生鮮或冷藏劍旗魚片
030446   美露鱈（犬牙南極魚屬）
03044600 生鮮或冷藏美露鱈魚片
030447   角鯊及其他鯊魚
03044700 生鮮或冷藏角鯊及其他鯊魚片
030448   鰩及魟（鰩科）
03044800 生鮮或冷藏鰩及魟魚片
030449   其他
03044910 生鮮或冷藏鱔魚魚片
03044920 其他鯰魚片，生鮮或冷藏
03044930 其他鮭鱒魚片，生鮮或冷藏
03044990 其他魚片，生鮮或冷藏
03045    ─其他，生鮮或冷藏︰
030451   吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、 野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）
03045110 生鮮或冷藏鯰魚肉（不論是否經剁細）
03045190 其他魚肉，生鮮或冷藏（不論是否經剁細）
030452   鮭鱒類
03045210 生鮮或冷藏鱒魚肉（不論是否經剁細）
03045290 其他鮭魚肉，生鮮或冷藏（不論是否經剁細）
030453   海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類
03045300 生鮮或冷藏海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科魚肉（不論是否經剁細）
030454   劍旗魚
03045400 生鮮或冷藏劍旗魚肉（不論是否經剁細）
030455   美露鱈（犬牙南極魚屬）
03045500 生鮮或冷藏美露鱈魚肉（不論是否經剁細）
030456   角鯊及其他鯊魚
03045600 生鮮或冷藏角鯊及其他鯊魚肉（不論是否經剁細）
030457   鰩及魟（鰩科）
03045700 生鮮或冷藏鰩及魟魚肉（不論是否經剁細）
030459   其他
03045910 生鮮或冷藏鱔魚魚肉（不論是否經剁細）
03045920 其他鯰魚肉，生鮮或冷藏（不論是否經剁細）
03045990 其他魚肉，生鮮或冷藏（不論是否經剁細）
03046    －冷凍魚片，吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、 野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）：
030461   吳郭魚（口孵非鯽屬）
03046100 冷凍吳郭魚片
030462   鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）
03046200 冷凍鯰魚片
030463   尼羅河鱸（尼羅尖吻鱸）
03046300 冷凍尼羅河鱸魚片
030469   其他
03046900 其他冷凍魚片
03047    ─冷凍魚片，海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科︰
030471   鱈魚（大西洋鱈、格陵蘭鱈、大頭鱈）
03047100 冷凍鱈魚片
030472   黑線鱈
03047200 冷凍黑線鱈魚片
030473   綠青鱈（維納斯青鱈）
03047300 冷凍綠青鱈魚片
030474   無鬚鱈、長鰭鱈（無鬚鱈屬、長鰭鱈屬）
03047400 冷凍無鬚鱈、長鰭鱈魚片
030475   阿拉斯加狹鱈
03047500 冷凍阿拉斯加狹鱈魚片
030479   其他
03047900 其他冷凍海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科魚片
03048    ─其他冷凍魚片︰
030481   太平洋鮭（紅鈎吻鮭、細鱗鈎吻鮭、鈎吻鮭、大鱗鈎吻鮭、銀鈎吻鮭、馬蘇鈎吻鮭及玫瑰鈎吻鮭），大西洋鮭及多瑙河鮭
03048100 冷凍太平洋鮭、大西洋鮭及多瑙河鮭魚片
030482   鱒（褐鱒、麥克鈎吻鱒、克氏鈎吻鱒、黃鈎吻鱒、吉利鈎吻鱒、阿帕契鈎吻鱒及金腹鈎吻鱒）
03048200 冷凍鱒魚片
030483   扁魚類（鰈科、鮃科、舌鰨科、鰨科、菱鮃科、棘鮃科）
03048310 冷凍比目魚片（瘤棘鮃）
03048390 其他冷凍扁魚類魚片
030484   劍旗魚
03048400 冷凍劍旗魚片
030485   美露鱈（犬牙南極魚屬）
03048500 冷凍美露鱈魚片
030486   鯡魚（大西洋鯡、正鯡）
03048600 冷凍鯡魚片
030487   鮪魚（鮪屬）、正鰹
03048700 冷凍鮪魚、正鰹魚片
030488   角鯊、其他鯊魚、鰩及魟（鰩科）
03048800 冷凍角鯊、其他鯊魚、鰩及魟魚片
030489   其他
03048910 冷凍鱔魚片
03048920 冷凍鰮（包括沙丁魚）魚片
03048930 冷凍鰺魚片
03048940 冷凍鯖屬魚片
03048950 其他冷凍鯰魚片
03048960 其他冷凍鮭魚片及鱒魚片
03048970 其他冷凍鯡魚片
03048990 其他冷凍魚片
03049    ─其他，冷凍︰
030491   劍旗魚
03049110 冷凍劍旗魚漿
03049190 冷凍之其他劍旗魚肉（不論是否經剁細）
030492   美露鱈（犬牙南極魚屬）
03049210 冷凍美露鱈魚漿
03049290 冷凍之其他美露鱈魚肉（不論是否經剁細）
030493   吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）
03049310 冷凍魚漿
03049320 冷凍魚肉（不論是否經剁細）
030494   阿拉斯加狹鱈
03049410 冷凍阿拉斯加狹鱈魚漿
03049420 冷凍阿拉斯加狹鱈魚肉（不論是否經剁細）
030495   海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類，阿拉斯加狹鱈除外
03049510 冷凍鱈魚漿
03049520 冷凍鱈魚肉（不論是否經剁細）
030496   角鯊及其他鯊魚
03049610 冷凍角鯊及其他鯊魚漿
03049690 冷凍角鯊及其他鯊魚肉（不論是否經剁細）
030497   鰩及魟（鰩科）
03049710 冷凍鰩及魟魚漿
03049790 冷凍鰩及魟魚肉（不論是否經剁細）
030499   其他
03049910 其他冷凍魚漿
03049990 其他冷凍魚肉（不論是否經剁細）
0305     乾魚、鹹魚、浸鹹魚；燻魚，不論在燻製前或燻製過程中是否烹煮；適合供人類食用之魚粉、細粒及團粒
030510   適於人類食用之魚粉、細粒及團粒
03051000 適於人類食用之魚粉、細粒及團粒
030520   乾、燻、鹹或浸鹹之魚肝、魚卵及魚白
03052010 乾、燻、鹹或浸鹹之魚肝
03052020 乾、燻、鹹或浸鹹之魚卵及魚白
03053    ─乾、鹹或浸鹹魚之切片，但未燻製︰
030531   吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）
03053100 乾、鹹或浸鹹吳郭魚、鯰魚、鯉魚、鰻魚、尼羅河鱸及鱧魚之切片，但未燻製
030532   海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類
03053200 乾、鹹或浸鹹海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類切片，但未燻製
030539   其他
03053910 乾、鹹或浸鹹鯖屬魚之切片，但未燻製
03053990 其他乾、鹹或浸鹹魚之切片，但未燻製
03054    ─燻魚，包括切片，可食用魚雜碎除外︰
030541   太平洋鮭（紅鈎吻鮭、細鱗鈎吻鮭、鈎吻鮭、大鱗鈎吻鮭、銀鈎吻鮭、馬蘇鈎吻鮭及玫瑰鈎吻鮭），大西洋鮭及多瑙河鮭
03054100 燻製太平洋鮭，大西洋鮭及多瑙河鮭
030542   鯡魚（太平洋鯡、正鯡）
03054200 燻製鯡魚
030543   鱒（褐鱒、麥克鈎吻鱒、克氏鈎吻鱒、黃鈎吻鱒、吉利鈎吻鱒、阿帕契鈎吻鱒及金腹鈎吻鱒）
03054300 燻製鱒魚
030544   吳郭魚(口孵非鯽屬)、鯰魚(巨鯰屬、鯰屬、鬍鯰屬、真鮰屬)、鯉魚(鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、 野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬)、鰻魚(鰻鱺屬)、尼羅河鱸(尼羅尖吻鱸)及鱧魚(鱧屬)
03054410 燻製鯰魚
03054490 其他燻製魚類
030549   其他
03054920 其他燻製鯰魚
03054930 其他燻製鱒魚
03054940 燻製灰海荷鰮（丁香魚）
03054950 其他燻製鰮類（包括沙丁魚）
03054990 其他燻製魚類
03055    ─乾魚，可食用魚雜碎除外，不論是否為鹹者（但未燻製）︰
030551   鱈魚（大西洋鱈、格陵蘭鱈、大頭鱈）
03055100 乾鱈魚
030552   吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）
03055200 乾吳郭魚、鯰魚、鯉魚、鰻魚、尼羅河鱸及鱧魚
030553   海鰗鰍科、歪尾鱈科、鱈科、鼠尾鱈科、黑鱈科、無鬚鱈科、稚鱈科及鰻鱗鱈科之魚類，鱈魚（大西洋鱈、格陵蘭鱈、大頭鱈）除外
03055310 乾明太鱈
03055390 其他乾魚類
030554   鯡魚（大西洋鯡、正鯡）、鯷魚（鯷屬）、沙丁魚（沙丁魚、擬沙丁魚屬）、小沙丁魚（小沙丁魚屬）、正鰮、鯖魚（正鯖、花腹鯖、白腹鯖）、印度鯖魚（金帶花鯖屬）、馬加鰆（馬加鰆屬）、竹筴魚（竹筴魚屬）、鰺（鰺屬）、海鱺、銀鯧（鯧屬）、秋刀魚、圓鰺（圓鰺屬）、毛鱗魚、劍旗魚、巴鰹、齒鰆（齒鰆屬）、旗魚（旗魚科）
03055410 乾鯡魚及鯷魚
03055420 乾沙丁魚及小沙丁魚
03055430 乾正鰮
03055490 其他乾魚
030559   其他
03055960 乾海龍及乾海馬
03055971 乾灰海荷鰮（丁香魚）
03055972 乾鰮魚
03055979 其他乾鯡魚及鯷魚
03055990 其他乾魚
03056    ─鹹魚（乾及燻製者除外），浸鹹魚，可食用魚雜碎除外︰
030561   鯡魚（大西洋鯡、正鯡）
03056100 鹹鯡魚
030562   鱈魚（大西洋鱈、格陵蘭鱈、大頭鱈）
03056200 鹹鱈魚
030563   鯷魚（鯷屬）
03056300 鹹鯷魚
030564   吳郭魚（口孵非鯽屬）、鯰魚（巨鯰屬、鯰屬、鬍鯰屬、真鮰屬）、鯉魚（鯉屬、鯽屬、草魚、鰱屬、鯁屬、青魚、真卡特拉䰾、野鯪屬、哈氏紋唇魚、蘇門答臘細鬚䰾、魴屬）、鰻魚（鰻鱺屬）、尼羅河鱸（尼羅尖吻鱸）及鱧魚（鱧屬）
03056400 鹹吳郭魚、鯰魚、鯉魚、鰻魚、尼羅河鱸及鱧魚
030569   其他
03056910 鹹薩門魚
03056940 鹹鯖屬魚
03056990 其他鹽醃魚類
03057    ─魚鰭、魚頭、魚尾、魚鰾及其他可食用魚雜碎：
030571   鯊魚翅
03057110 燻魚翅
03057120 乾魚翅
03057130 鹹魚翅
030572   魚頭、魚尾、魚鰾
03057200 可食用之魚頭、魚尾、魚鰾
030579   其他
03057900 其他可食用魚雜碎
0306     活、生鮮、冷藏、冷凍、乾、鹹或浸鹹甲殼類動物，不論是否帶殼；燻製甲殼類動物，不論是否帶殼，亦不論是否係在燻製前或燻製時烹煮；蒸煮過或用水煮過之帶殼甲殼類動物，不論是否為冷藏、冷凍、乾、鹹或浸鹹；適合供人類食用之甲殼類動物粉、細粒及團粒
03061    －冷凍者︰
030611   龍蝦（真龍蝦屬、龍蝦屬、靜龍蝦屬）
03061111 燻製龍蝦，冷凍
03061112 未燻製龍蝦，冷凍
030612   巨螯蝦（巨螯蝦屬）
03061211 燻製巨螯蝦，冷凍
03061212 未燻製巨螯蝦，冷凍
030614   蟹類
03061410 燻製蟹類，冷凍
03061421 未燻製蟳，冷凍
03061429 其他未燻製蟹類，冷凍
030615   挪威海螯蝦
03061500 冷凍挪威海螯蝦，包括燻製
030616   北極甜蝦及蝦（長額劍蝦屬、褐蝦）
03061600 冷凍北極甜蝦及蝦，包括燻製
030617   其他蝦類
03061700 其他冷凍蝦類，包括燻製
030619   其他，包括適於人類食用之甲殼類動物粉、細粒及團粒
03061910 冷凍海螯蝦及蝲蛄，包括燻製
03061920 其他冷凍水產甲殼類（含燻製），包括適於人類食用之甲殼類動物粉、細粒及團粒
03063    －活、生鮮或冷藏︰
030631   龍蝦（真龍蝦屬、龍蝦屬、靜龍蝦屬）
03063100 活、生鮮或冷藏龍蝦
030632   巨螯蝦（巨螯蝦屬）
03063200 活、生鮮或冷藏巨螯蝦
030633   蟹類
03063310 蟳、蟹苗
03063321 活、生鮮或冷藏蟳
03063329 其他活、生鮮或冷藏蟹類
030634   挪威海螯蝦
03063400 活、生鮮或冷藏挪威海螯蝦
030635   北極甜蝦及蝦（長額劍蝦屬、褐蝦）
03063510 北極甜蝦及蝦，苗
03063520 活、生鮮或冷藏北極甜蝦及蝦 
030636   其他蝦類
03063610 其他蝦類，苗
03063620 其他活、生鮮或冷藏蝦類
030639   其他，包括適合於人類食用之甲殼類動物粉、細粒及團粒
03063910 水產甲殼類種苗
03063920 活、生鮮或冷藏海螯蝦及蝲蛄
03063990 其他活、生鮮或冷藏水產甲殼類
03069    －其他︰
030691   龍蝦（真龍蝦屬、龍蝦屬、靜龍蝦屬）
03069110 乾、鹹或浸鹹龍蝦，但未燻製
03069120 燻製龍蝦
030692   巨螯蝦（巨螯蝦屬）
03069210 乾、鹹或浸鹹巨螯蝦，但未燻製
03069220 燻製巨螯蝦
030693   蟹類
03069310 乾、鹹或浸鹹蟹類，但未燻製
03069320 燻製蟹類
030694   挪威海螯蝦
03069400 乾、鹹或浸鹹挪威海螯蝦，包括燻製
030695   蝦類
03069511 乾蝦皮（櫻蝦科），但未燻製
03069519 其他乾、鹹或浸鹹蝦類，但未燻製
03069520 燻製蝦類
030699   其他，包括適於人類食用之甲殼類動物粉、細粒及團粒
03069910 燻製海螯蝦及蝲蛄
03069990 其他乾、鹹或浸鹹水產甲殼類（含燻製），包括適於人類食用之甲殼類動物粉、細粒及團粒
0307     活、生鮮、冷藏、冷凍、乾、鹹或浸鹹軟體類動物，不論是否帶殼；燻製軟體類動物，不論是否帶殼，亦不論是否係在燻製前或燻製時烹煮；適於人類食用之軟體類動物粉、細粒及團粒
03071    ─牡蠣（蠔、蚵）︰
030711   活、生鮮或冷藏
03071110 牡蠣（蠔、蚵）苗
03071190 其他活、生鮮或冷藏牡蠣（蠔、蚵）
030712   冷凍
03071200 冷凍牡蠣（蠔、蚵），但未燻製
030719   其他
03071920 乾牡蠣（蠔、蚵），但未燻製
03071930 鹹或浸鹹牡蠣（蠔、蚵），但未燻製
03071940 燻製牡蠣（蠔、蚵）
03072    －海扇貝，包括大海扇貝、日月貝及月貝︰
030721   活、生鮮或冷藏
03072100 活、生鮮或冷藏海扇貝（含全貝及干貝）
030722   冷凍
03072200 冷凍海扇貝（含全貝及干貝），但未燻製
030729   其他
03072920 乾、鹹或浸鹹海扇貝（含全貝及干貝），但未燻製
03072930 燻製海扇貝（含全貝及干貝）
03073    －貽貝（淡菜）︰
